Index|Afrikaans|Albanais|Allemand|Anglais|Arabe|Azéri|Basque|Biélorusse|Bosniaque|Bulgare|Catalan|Cebuano|Chichewa|Corse|Créole haïtien|Croate|Danois|Espagnol|Espéranto|Estonien|Finnois|Français|Frison|Gaélique (Écosse)|Galicien|Gallois|Grec|Haoussa|Hawaïen|Hmong|Hongrois|Igbo|Indonésien|Irlandais|Islandais|Italien|Javanais|Kazakh|Kinyarwanda|Kirghiz|Kurde|Latin|Letton|Lituanien|Luxembourgeois|Macédonien|Malaisien|Malgache|Maltais|Maori|Mongol|Néerlandais|Norvégien|Ouïgour|Ouzbek|Pachtô|Persan|Philippin|Polonais|Portugais|Roumain|Russe|Samoan|Serbe|Sesotho|Shona|Sindhî|Slovaque|Slovène|Somali|Soundanais|Suédois|Swahili|Tadjik|Tatar|Tchèque|Turc|Turkmène|Ukrainien|Urdu|Vietnamien|Xhosa|Yorouba|Zoulou
to sing|om te sing|te kendoj|singen|to sing|ليغني|mahnı oxumaq|abestu|спяваць|pjevati|пея|cantar|mukanta|kuyimba|cantà|chante|pjevati|at synge|cantar|kanti|laulma|laulaa|chanter|sjonge|a sheinn|cantar|i ganu|να τραγουδήσω|su raira|e mele|hu nkauj|énekelni|ukwe|menyanyikan|canadh|að syngja|cantare|kanggo nembang|ән айту|kuririmba|ырдоо|stranbêjiyê bikin|canere|dziedāt|dainuoti|sangen|да пее|untuk menyanyi|mihira|biex tkanta|waiata|дуулах|zingen|å synge|ناخشا ئېيتىش|kuylamoq|سندرې ویل|آواز خواندن|kumanta|śpiewać|cantar|a cânta|петь|e pese|Певати|ho bina|kuimba|ڳائڻ|spievať|peti|heesid|nyanyi|att sjunga|kuimba|суруд хондан|җырларга|zpívat|şarkı söylemek|aýdym aýtmak|співати|گانے کے لئے|hát|ukucula|lati korin|ukucula
to play|om te speel|te luaj|spielen|to play|للعب|oynamaq|jolastu|гуляць|igrati se|да играя|jugar|sa pagdula|kusewera|ghjucà|jwe|igrati|at lege|jugar|Ludi|mängima|pelata|jouer|spylje|a chluich|xogar|i chwarae|να παίξουμε|a yi wasa|e pāʻani|mus ua si|játszani|na-egwu|bermain|imirt|að spila|giocare|kanggo muter|ойнау|gukina|ойноо|lîstin|ludere|spēlēt|žaisti|spillen|да играш|untuk bermain|milalao|biex tilgħab|ki te purei|тоглох|spelen|å leke|to play|o'ynash|لوبي کول|بازی کردن|Maglaro|grać|jogar|a juca|играть|e taalo|играти|ho bapala|kutamba|کيڏڻ|hrať|igrati|inuu ciyaaro|maén|att spela|kucheza|бозӣ кардан|уйнарга|hrát|oynamak|oýnamak|грати|کھیلنا|chơi|ukudlala|lati ṣere|ukudlala
to float|om te dryf|të notosh|schweben|to float|لتطفو|üzmək|flotatu|плыць|plutati|да плаваш|surar|sa paglutaw|kuyandama|fluttà|flote|plutati|at flyde|flotar|flosi|hulpima|kellua|flotter|driuwe|a sheòladh|flotar|i arnofio|επιπλέω|yin iyo|lana|mus ntab|lebegni|ise n'elu|mengapung|le snámh|að fljóta|galleggiare|ngambang|жүзу|kureremba|сүзүү|float|missusque secundo defluit|peldēt|plūduriuoti|schwammen|плови|terapung|mitsingevana|toqgħod|ki te rewa|хөвөх|drijven|å flyte|لەيلىمە|suzmoq|تیرول|غوطه ور شدن|upang lumutang|unosić|flutuar|a pluti|держаться на плаву|e opeopea|плутати|ho phaphamala|kuyangarara|تیرڻ|vznášať sa|lebdeti|si loo sabeeyo|ngambang|att flyta|kuelea|шино кардан|йөзәргә|plavat|Batmak|ýüzmek|плавати|تیرنا|nổi|ukudada|lati leefofo loju omi|ukuntanta
to flow|om te vloei|te rrjedhe|fließen|to flow|يتدفق|axını|isuri|цячы|teći|да тече|fluir|sa pag-agay|kuyenda|scurria|koule|teći|at flyde|fluir|flui|voolama|virrata|couler|floeie|a sruthadh|fluír|i lifo|να ρέει|ya kwarara|e kahe|ntws los|folyni|ka igba|untuk mengalir|a shreabhadh|að flæða|scorrere|mili|ағу|gutemba|агуу|herikîn|fluere|plūst|tekėti|fléissen|да тече|untuk mengalir|mikoriana|to fluss|rere|урсах|vloeien|å strømme|to flow|oqib tushmoq|روانی|جاری بودن|dumaloy|płynąć|Fluir|să curgă|течь|e tafe|тећи|ho phalla|kuyerera|وهڻ|tiecť|teči|qulqulaya|ngalir|att flöda|kutiririka|равон шудан|агым|plynout|Akmak. Dökülmek|akmagy|текти|بہاؤ|chảy|ukuhamba|lati ṣàn|ukugeleza
to freeze|Om te vries|të ngrijë|frieren|to freeze|يجمد|dondurmaq|izoztu|замерзнуць|zamrznuti|да замръзне|per congelar|sa pagyelo|kuzizira|cunghjelà|friz|zamrznuti|at fryse|congelar|frostigi|külmutama|jäätyä|geler|befrieze|a reothadh|conxelar|i rewi|να παγώσει|daskare|hoʻāno|kom khov|befagyasztására|ifriizi|membekukan|a reo|að frysta|congelare|kanggo beku|қату|guhagarika|тоңдуруу|cemidandin|et quis sustinebit?|sasalt|užšaldyti|afréieren|да замрзне|untuk membeku|mangatsiaka|biex tiffriża|whakatio|хөлдөх|bevriezen|å fryse|توڭلىتىش|muzlatmoq|کنګل کول|یخ زدن|upang mag-freeze|zamrażać|congelar|a ingheta|чтобы заморозить|e liu aisa|следити се|ho hatsela|kutonhora|مائڻ|zmraziť|zmrzniti|barafoobid|pikeun beku|att frysa|kufungia|ях бастан|туңдырырга|zmrazit|dondurmak|doňdurmak|замерзнути|جمنے کے لیے|đóng băng|ukubanda|di|ukubanda
to swell|te swel|të fryhet|anschwellen|to swell|إلى تضخم|şişmək|puztu|набракаць|da nabubri|да се подуе|inflar-se|sa paghubag|kutupa|gonfia|anfle|oteći|at svulme op|a hincharse|ŝveliĝi|paisuma|turvota|gonfler|swelle|a shèid|inchar|i chwyddo|να πρηστεί|kumbura|ʻōhū|mus o|duzzadni|iza|membengkak|at|að bólgna|crescere|kanggo swell|ісіну|kubyimba|шишүү|werimandin|in tumorem convertendum|uzbriest|išsipūsti|opschwellen|да отече|membengkak|mivonto|biex tintefaħ|pupuhi|хавагнах|zwellen|å heve|ئىششىق|shishmoq|پړسوب|متورم شدن|upang mamaga|pęcznieć|inchar|a se umfla|вспухать|fulafula|да набубри|ho ruruha|kuzvimba|ڌڪ ڏيڻ|napučať|nabrekniti|bararsan|pikeun ngabareuhan|att svälla|kuvimba|варам кардан|шешергә|nabobtnat|kabarmak|çişmek|набрякати|پھولنا|sưng lên|ukudumba|lati wú|ukuvuvukala
sun|son|dielli|Sonne|sun|شمس|günəş|eguzkia|сонца|sunce|слънце|sol|adlaw|dzuwa|sole|solèy|Sunce|sol|sol|sunon|päike|aurinko|Soleil|sinne|ghrian|sol|haul|ήλιος|rana|lā|lub hnub|nap|anyanwụ|matahari|ghrian|sól|sole|srengenge|күн|izuba|күн|tav|solis|saule|saulė|Sonn|сонце|matahari|Masoandro|xemx|rā|нар|zon|sol|قۇياش|quyosh|لمر|آفتاب|araw|słońce|sol|soare|солнце|la|сунце|letsatsi|zuva|سج|slnko|sonce|qoraxda|panonpoé|Sol|jua|офтоб|кояш|slunce|Güneş|gün|сонце|سورج|mặt trời|ilanga|oorun|ilanga
moon|maan|hëna|Mond|moon|القمر|ay|ilargia|Месяц|moon|луна|lluna|bulan|mwezi|luna|lalin|mjesec|måne|Luna|luno|kuu|kuu|lune|moanne|ghealach|lúa|lleuad|φεγγάρι|wata|mahina|lub hli|hold|ọnwa|bulan|ghealach|tungl|Luna|rembulan|ай|ukwezi|ай|hêv|luna|mēness|mėnulis|Mound|месечина|bulan|volana|qamar|marama|сар|maan|måne|ئاي|oy|سپوږمۍ|ماه|buwan|księżyc|lua|luna|Луна|masina|месец|khoeli|mwedzi|چنڊ|mesiac|luna|dayax|bulan|måne|mwezi|моҳ|ай|měsíc|ay|Aý|місяць|چاند|mặt trăng|inyanga|oṣupa|inyanga
star|ster|yll|Star|star|نجمة|ulduz|izarra|зорка|zvijezda|звезда|estrella|bituon|nyenyezi|stella|etwal|zvijezda|stjerne|estrella|stelo|täht|tähti|Star|stjer|rionnag|estrela|seren|αστέρι|tauraro|hōkū|lub hnub qub|csillag|kpakpando|bintang|réalta|stjarna|stella|lintang|жұлдыз|inyenyeri|жылдыз|stêrk|stella|zvaigzne|žvaigždė|Stär|ѕвезда|bintang|kintana|stilla|whetu|од|ster|stjerne|star|Yulduz|ستوری|ستاره|bituin|gwiazda|Estrela|stea|звезда|fetu|Звезда|naleli|nyeredzi|تارو|hviezda|zvezda|xiddig|bentang|stjärna|nyota|ситора|йолдыз|hvězda|star|ýyldyz|зірка|ستارہ|ngôi sao|inkwenkwezi|irawọ|inkanyezi
water|water|ujë|Wasser|water|ماء|su|ura|вада|vode|вода|aigua|tubig|madzi|acqua|dlo|voda|vand|agua|akvo|vett|vettä|l'eau|wetter|uisge|auga|dwr|νερό|ruwa|wai|dej|víz|mmiri|air|uisce|vatn|acqua|banyu|су|amazi|суу|av|aqua|ūdens|vandens|Waasser|вода|air|rano|ilma|wai|ус|water|vann|water|suv|اوبه|اب|tubig|woda|agua|apă|вода|vai|воде|metsi|mvura|پاڻي|voda|vode|biyo|cai|vatten|maji|об|су|voda|Su|suw|води|پانی|Nước|amanzi|omi|amanzi
rain|reën|shi|Regen|rain|تمطر|yağış|euria|дождж|kiša|дъжд|pluja|ulan|mvula|piova|lapli|kiša|regn|lluvia|pluvo|vihma|sade|pluie|rein|uisge|chuvia|glaw|βροχή|ruwan sama|ua|nag|eső|mmiri ozuzo|hujan|báisteach|rigning|pioggia|udan|жаңбыр|imvura|жамгыр|baran|pluviam|lietus|lietus|Reen|дожд|hujan|orana|xita|ua|бороо|regen|regn|يامغۇر|yomg'ir|باران|باران|ulan|deszcz|chuva|ploaie|дождь|timu|киша|pula|mvura|مينهن|dážď|dež|roob|hujan|regn|mvua|борон|яңгыр|déšť|yağmur|ýagyş|дощ|بارش|mưa|imvula|ojo|imvula
river|rivier|lumi|Fluss|river|نهر|çay|ibaia|рака|rijeka|река|riu|suba|mtsinje|fiume|rivyè|Rijeka|flod|río|rivero|jõgi|joki|fleuve|rivier|abhainn|río|afon|ποτάμι|kogi|muliwai|dej|folyó|osimiri|sungai|abhainn|ána|fiume|kali|өзен|uruzi|дарыя|çem|flumen|upe|upė|Floss|река|sungai|RENIRANO|xmara|awa|гол|rivier-|elv|دەريا|daryo|سيند|رودخانه|ilog|rzeka|Rio|râu|река|vaitafe|река|noka|rwizi|ندي|rieka|reka|webiga|walungan|flod|Mto|дарё|елга|řeka|nehir|derýa|річка|دریا|con sông|umlambo|odo|umfula
lake|meer|liqeni|See|lake|بحيرة|göl|lakua|возера|jezero|езеро|llac|linaw|nyanja|lavu|lak|jezero|sø|lago|lago|järv|järvi|Lac|mar|loch|lago|llyn|λίμνη|tabki|moanawai|pas dej|tó|ọdọ|danau|loch|vatn|lago|tlaga|көл|ikiyaga|көл|gol|lacus|ezers|ežeras|Séi|езеро|tasik|FARIHY|lag|roto|нуур|meer|innsjø|كۆل|ko'l|جهيل|دریاچه|lawa|jezioro|Lago|lac|озеро|vaituloto|језеро|letšeng|lake|ن|jazero|jezero|haro|danau|sjö|Ziwa|кӯл|күл|jezero|göl|köl|озеро|جھیل|hồ nước|ichibi|adagun|ichibi
sea|see|det|Meer|sea|لحر|dəniz|itsasoa|мора|more|море|mar|dagat|nyanja|mare|lanmè|more|hav|mar|maro|meri|meri|mer|see|mar|mar|môr|θάλασσα|teku|kai|hiav txwv|tenger|oké osimiri|laut|farraige|sjó|mare|segara|теңіз|inyanja|деңиз|gol|mare|jūra|jūra|Mier|море|laut|RANOMASINA|baħar|moana|далай|zee|hav|دېڭىز|dengiz|بحر|دریا|dagat|morze|mar|mare|море|sami|море|leoatle|gungwa|سمنڊ|more|morje|badda|laut|hav|bahari|баҳр|диңгез|moře|deniz|deňiz|море|سمندر|biển|ulwandle|okun|ulwandle
salt|sout|kripë|Salz-|salt|ملح|duz|gatza|соль|sol|сол|sal|asin|mchere|sale|sèl|sol|salt|sal|salo|sool|suola|sel|sâlt|salann|sal|halen|άλας|gishiri|paʻakai|ntsev|só|nnu|garam|salann|salt|sale|uyah|тұз|umunyu|туз|xwê|salis|sāls|druska|Salz|сол|garam|sira|melħ|tote|давс|zout|salt|تۇز|tuz|مالګه|نمک|asin|Sól|sal|sare|соль|masima|со|letsoai|munyu|لوڻ|soľ|sol|cusbo|uyah|salt-|chumvi|намак|тоз|sůl|tuz|duz|сіль|نمک|Muối|ityuwa|iyọ|usawoti
stone|klip|gur|Stein|stone|حجر|daş|harria|камень|kamen|камък|pedra|bato|mwala|petra|wòch|kamen|sten-|Roca|ŝtono|kivi|kivi|Pierre|stien|chlach|pedra|carreg|πέτρα|dutse|pōhaku|pob zeb|kő|nkume|batu|cloch|steinn|pietra|watu|тас|ibuye|таш|kevir|lapis|akmens|akmuo|Steen|камен|batu|vato|ġebla|kohatu|чулуу|steen|stein|تاش|tosh|ډبره|سنگ|bato|złóg|pedra|piatră|камень|maa|камен|lejoe|ibwe|پٿر|kameň|kamen|dhagax|batu|sten|jiwe|санг|таш|kámen|taş|daş|камінь|پتھر|cục đá|ilitye|okuta|itshe
sand|sand|rërë|Sand|sand|رمل|qum|harea|пясок|pijesak|пясък|sorra|balas|mchenga|rena|sab|pijesak|sand|arena|sablo|liiv|hiekka|le sable|sân|gainmheach|area|tywod|άμμος|yashi|one|xuab zeb|homok|ájá|pasir|gaineamh|sandur|sabbia|wedhi|құм|umucanga|кум|qûm|harenae|smiltis|smėlis|Sand|песок|pasir|fasika|ramel|one|элс|zand|sand|قۇم|qum|شګه|شن|buhangin|piasek|areia|nisip|песок|oneone|песак|lehlabathe|jecha|واري|piesok|pesek|ciid|keusik|sand|mchanga|рег|ком|písek|kum|gum|пісок|ریت|cát|isanti|iyanrin|isihlabathi
dust|stof|pluhur|Staub|dust|غبار|toz|hautsa|пыл|prašina|прах|pols|abog|fumbi|polvera|pousyè|prah|støv|polvo|polvo|tolm|pöly|poussière|stof|duslach|po|llwch|σκόνη|kura|lepo|hmoov av|por|ájá|debu|deannach|ryk|polvere|bledug|шаң|umukungugu|чаң|toz|pulvis|putekļi|dulkės|Stëbs|прашина|habuk|vovoka|trab|puehu|тоос|stof|støv|چاڭ-توزان|chang|دوړې|گرد و خاک|alikabok|kurz|pó|praf|пыль|efuefu|прашина|lerōle|guruva|مٽي|prach|prah|boodh|lebu|damm|vumbi|чанг|тузан|prach|toz|tozan|пил|دھول|bụi bặm|uthuli|eruku|uthuli
earth|aarde|toka|Erde|earth|أرض|yer|lurra|зямлі|zemlja|земя|terra|yuta|dziko lapansi|terra|latè|Zemlja|jorden|tierra|tero|maa|maa|Terre|ierde|talamh|terra|ddaear|γη|ƙasa|honua|lub ntiaj teb|föld|ụwa|bumi|domhain|jörð|terra|bumi|жер|isi|жер|erd|terra|zeme|žemė|Äerd|земјата|bumi|eto an-tany|art|whenua|дэлхий|aarde|jord|يەر|er|ځمکه|زمین|daigdig|Ziemia|terra|Pământ|земля|lalolagi|земља|lefats'e|pasi|زمين|zem|zemlja|dhulka|bumi|jorden|dunia|замин|җир|Země|Dünya|ýer|землі|زمین|Trái đất|umhlaba|ayé|umhlaba
cloud|wolk|re|Wolke|cloud|غيم|bulud|Hodei|воблака|oblak|облак|núvol|panganod|mtambo|nuvulu|nwaj|oblak|Sky|nube|nubo|pilv|pilvi|nuage|wolk|sgòth|nube|cwmwl|σύννεφο|girgije|ʻōpua|huab|felhő|igwe ojii|awan|scamall|ský|nube|awan|бұлт|igicu|булут|ewr|nubes|mākonis|debesis|Wollek|облак|awan|rahona|sħab|kapua|үүл|wolk|Sky|بۇلۇت|bulut|وريځ|ابر|ulap|Chmura|nuvem|nor|облако|ao|облак|leru|gore|ڪڪر|oblak|oblak|daruur|awan|moln|wingu|абр|болыт|mrak|bulut|bulut|хмара|بادل|đám mây|ilifu|awọsanma|ifu
fog|mis|mjegull|Nebel|fog|ضباب|duman|lainoa|туман|magla|мъгла|boira|gabon|chifunga|nebbia|bwouya|magla|tåge|niebla|nebulo|udu|sumu|brouillard|mist|ceò|néboa|niwl|ομίχλη|hazo|noe|huab|köd|foogu|kabut|ceo|þoka|nebbia|kabut|тұман|igihu|туман|mûj|nebula|migla|rūkas|Niwwel|магла|kelam kabut|zavona|ċpar|kohu|манан|mist|tåke|تۇمان|tuman|بډل|مه|hamog na ulap|mgła|névoa|ceaţă|туман|puao|магла|moholi|mhute|ڪوهيڙو|hmla|megla|ceeryaamo|halimun|dimma|ukungu|туман|томан|mlha|sis|duman|туман|دھند|sương mù|Inkungu|kurukuru|inkungu
sky|lug|qielli|Himmel|sky|سماء|səma|zerua|неба|nebo|небе|cel|langit|kumwamba|celu|syèl|nebo|himmel|cielo|ĉielo|taevas|taivas|ciel|himel|speur|ceo|awyr|ουρανός|sama|lani|ntuj|ég|elu igwe|langit|spéir|himinn|cielo|langit|аспан|ijuru|асман|asûman|caelum|debesis|dangus|Himmel|небото|langit|lanitra|sema|rangi|тэнгэр|lucht|himmel|ئاسمان|osmon|اسمان|آسمان|langit|niebo|céu|cer|небо|lagi|небо|leholimo|denga|آسمان|nebo|nebo|cirka|langit|himmel|anga|осмон|күк|nebe|gökyüzü|asman|небо|آسمان|bầu trời|isibhakabhaka|ọrun|isibhakabhaka
wind|wind|era|Wind|wind|ريح|külək|haizea|вецер|vjetar|вятър|vent|hangin|mphepo|ventu|van|vjetar|vind|viento|vento|tuul|tuuli|vent|wyn|gaoth|vento|gwynt|άνεμος|iska|makani|cua|szél|ifufe|angin|gaoth|vindur|vento|angin|жел|umuyaga|шамал|ba|ventus|vējš|vėjas|Wand|ветер|angin|rivotra|riħ|hau|салхи|wind|vind|شامال|shamol|باد|باد|hangin|wiatr|vento|vânt|ветер|matagi|ветар|moea|mhepo|واءُ|vietor|veter|dabayl|angin|vind|upepo|шамол|җил|vítr|rüzgar|ýel|вітер|ہوا|gió|umoya|afẹfẹ|umoya
snow|sneeu|bora|Schnee|snow|الثلج|qar|elurra|снег|snijeg|сняг|neu|niyebe|chisanu|neve|nèj|snijeg|sne|nieve|neĝo|lumi|lumi|neige|snie|sneachda|neve|eira|χιόνι|dusar ƙanƙara|hau|los daus|hó|snow|salju|sneachta|snjór|neve|salju|қар|shelegi|кар|berf|Nix|sniegs|sniego|Schnéi|снег|salji|oram-panala|borra|hukarere|цас|sneeuw|snø|قار|qor|واوره|برف|niyebe|śnieg|neve|zăpadă|снег|kiona|снег|lehloa|chando|برف|sneh|sneg|baraf|salju|snö|theluji|барф|кар|sníh|kar|gar|сніг|برف|tuyết|ikhephu|egbon|iqhwa
ice|ys|akulli|Eis|ice|جليد|buz|izotza|лёд|led|лед|gel|yelo|ayezi|ghjacciu|glas|led|is|hielo|glacio|jää|jäätä|glace|iis|deigh|xeo|rhew|πάγος|kankara|hau|dej khov|jég|akpụrụ|Es|oighir|ís|ghiaccio|es|мұз|urubura|муз|qeşa|glacies|ledus|ledas|Äis|мраз|ais|ranomandry|silġ|huka|мөс|ijs-|is|مۇز|muz|يخ|یخ|yelo|lód|gelo|gheaţă|лед|aisa|лед|leqhoa|chando|برف|ľad|led|baraf|es|is|barafu|ях|боз|led|buz|buz|лід|برف|Nước đá|umkhenkce|yinyin|iqhwa
smoke|rook|pi duhan|Rauch|smoke|دخان|tüstü|kea|дым|dim|дим|fum|aso|kusuta|fumà|lafimen|dim|røg|humo|fumi|suitsetama|savu|fumée|reek|ceò|fume|mwg|καπνός|hayaki|uahi|haus luam yeeb|füst|anwụrụ ọkụ|merokok|deataigh|reykur|Fumo|kumelun|түтін|umwotsi|түтүн|dixan|fumus|smēķēt|rūkyti|fëmmen|чад|asap|setroka|duħħan|paowa|утаа|rook|røyk|تاماكا|tutun|لوګی|دود|usok|palić|fumaça|fum|курить|asu|дима|tsuba|chiutsi|دونھون|dym|dim|sigaar cab|haseup|rök|moshi|дуд|төтен|kouř|Sigara içmek|tüsse|диму|دھواں|Khói|umsi|ẹfin|intuthu
fire|vuur|zjarr|Feuer|fire|إطلاق النار|atəş|sute|агонь|vatra|огън|foc|kalayo|moto|focu|dife|vatra|ild|fuego|fajro|tulekahju|antaa potkut|Feu|fjoer|teine|lume|tân|Φωτιά|wuta|ahi|hluav taws|Tűz|ọkụ|api|tine|eldur|fuoco|geni|өрт|umuriro|от|agir|ignis|uguns|Ugnis|Feier|оган|api|AFO|nar|ahi|гал|brand|Brann|ئوت|olov|اور|آتش|apoy|ogień|incêndio|foc|Пожар|afi|ватра|mollo|moto|باھ|oheň|ogenj|dab|seuneu|brand|moto|оташ|ут|oheň|ateş|ot|вогонь|آگ|ngọn lửa|umlilo|ina|umlilo
ash|as|hirit|Asche|ash|رماد|kül|lizarra|попел|pepeo|пепел|cendra|abo|phulusa|fràssinu|sann|pepeo|aske|ceniza|cindro|tuhk|tuhka|cendre|jiske|uinnseann|cinza|lludw|φλαμουριά|toka|lehu|tshauv|hamu|uyi|Abu|fuinseog|Aska|cenere|awu|күл|ivu|күл|xwelî|cinis|pelni|pelenai|Asche|пепел|abu|lavenona|irmied|pungarehu|үнс|as|aske|كۈل|kul|ايري|خاکستر|abo|popiół|cinzas|frasin|пепел|lefulefu|пепео|molora|dota|ايش|popol|pepel|dambas|lebu|aska|majivu|хокистар|көл|popel|kül|kül|зола|راھ|tro|uthuthu|eeru|umlotha
to burn|te verbrand|të digjen|brennen|to burn|ليحرق|yandırmaq|erretzeko|каб спаліць|da gori|да гори|cremar|sunugon|kuwotcha|brusgià|boule|gorjeti|at brænde|para quemar|bruligi|põletada|polttaa|brûler|brâne|a losgadh|queimar|i losgi|να κάψει|don ƙonawa|puhi ahi|mus hlawv|éget|ịkpọ oku|untuk membakar|a dhó|að brenna|bruciare|kanggo ngobong|өртеу|gutwika|өрттөө|şewitandin|uri|dedzināt|degti|verbrennen|да горат|untuk membakar|mandoro|biex taħraq|ki te tahu|шатаах|verbranden|å brenne|كۆيدۈرۈش|yoqmoq|سوځول|سوختن|sunugin|palić się|queimar|a arde|сжечь|e mu|да гори|ho chesa|kupisa|ساڙڻ|horieť|goreti|in la gubo|ngaduruk|att brinna|kuchoma|сӯхтан|яндырырга|hořet|yakmak|ýakmak|щоб спалити|جلانے کے لئے|đốt cháy|ukutshisa|lati jo|ukushisa
road|pad|rrugë|Straße|road|طريق|Yol|errepidea|дарогі|cesta|път|carretera|dalan|mseu|strada|wout|ceste|vej|camino|vojo|tee|tie|route|wei|rathad|estrada|ffordd|δρόμος|hanya|alanui|kev|út|okporo ụzọ|jalan|bóthar|vegur|strada|dalan|жол|umuhanda|жол|rê|via|ceļu|keliu|Strooss|патот|jalan raya|lalana|triq|rori|зам|weg|vei|يول|yo'l|سړک|جاده|kalsada|Droga|estrada|drum|Дорога|auala|пут|tsela|mugwagwa|روڊ|cesta|cesta|wadada|jalan|väg|barabara|роҳ|юл|silnice|yol|ýol|дорога|سڑک|đường|indlela|opopona|umgwaqo
mountain|berg|mali|Berg|mountain|جبل|dağ|mendia|горная|planina|планина|muntanya|bukid|phiri|muntagna|mòn|planina|bjerg|montaña|monto|mägi|vuori|montagne|berch|beinn|montaña|mynydd|βουνό|dutse|mauna|roob|hegy|ugwu|gunung|sliabh|fjall|montagna|gunung|тау|umusozi|тоо|çîya|mons|kalns|kalnas|Bierg|планина|gunung|TENDROMBOHITR'ANDRIAMANITRA|muntanji|Maunga|уул|berg-|fjell|تاغ|tog|غره|کوه|bundok|Góra|montanha|Munte|гора|mauga|планина|thaba|gomo|جبل|vrch|gora|buur|gunung|fjäll|mlima|кӯҳ|тау|hora|dağ|dag|гірський|پہاڑ|núi|intaba|òkè|intaba
red|rooi|e kuqe|rot|red|أحمر|qırmızı|gorria|чырвоны|crvena|червен|vermell|pula|chofiira|rossu|wouj|Crvena|rød|rojo|ruĝa|punane|punainen|rouge|read|dearg|vermello|Coch|το κόκκινο|ja|ulaʻula|xim liab|piros|uhie uhie|merah|dearg|rautt|rosso|abang|қызыл|umutuku|Кызыл|sor|rubrum|sarkans|raudona|Rout|црвено|merah|MENA|aħmar|whero|улаан|rood|rød|قىزىل|qizil|سور|قرمز|pula|czerwony|vermelho|roșu|красный|lanu mumu|црвена|khubelu|tsvuku|ڳاڙهو|červená|rdeča|casaan|beureum|röd|nyekundu|сурх|кызыл|Červené|kırmızı|gyzyl|червоний|سرخ|màu đỏ|bomvu|pupa|okubomvu
green|groen|jeshile|Grün|green|لون أخضر|yaşıl|berdea|зялёны|zelena|зелено|verd|berde|wobiriwira|Verde|vèt|zeleno|grøn|verde|verda|roheline|vihreä|vert|grien|uaine|verde|gwyrdd|πράσινος|koren|ōmaʻomaʻo|ntsuab|zöld|acha akwụkwọ ndụ|hijau|glas|grænn|verde|ijo|жасыл|icyatsi|жашыл|Kesk|viridi,|zaļa|žalias|Gréng|зелена|hijau|maintso|aħdar|kākāriki|ногоон|groen|grønn|يېشىل|yashil|شین|سبز|berde|Zielony|verde|verde|зеленый|lanu meamata|зелена|tala|girinhi|سائو|zelená|zelena|cagaaran|hejo|grön|kijani|сабз|яшел|zelená|yeşil|ýaşyl|зелений|سبز|màu xanh lá|luhlaza|alawọ ewe|luhlaza okotshani
yellow|geel|e verdhe|Gelb|yellow|الأصفر|sarı|horia|жоўты|žuto|жълт|groc|dalag|wachikasu|ghjallu|jòn|žuta boja|gul|amarillo|flava|kollane|keltainen|jaune|giel|buidhe|amarelo|melyn|κίτρινος|rawaya|melemele|daj|sárga|edo edo|kuning|buí|gulur|giallo|kuning|сары|umuhondo|Сары|zer|flavo|dzeltens|geltona|Giel|жолто|kuning|MAVO|isfar|kōwhai|шар|geel|gul|سېرىق|sariq|ژیړ|رنگ زرد|dilaw|żółty|amarelo|galben|желтый|lanu samasama|жуто|bosehla|yero|پيلو|žltá|rumena|jaalle|koneng|gul|manjano|зард|сары|žlutá|Sarı|sary|жовтий|پیلا|màu vàng|lubhelu|ofeefee|ophuzi
white|wit|e bardhe|Weiß|white|أبيض|ağ|zuria|белы|bijela|бял|blanc|puti|zoyera|biancu|blan|bijela|hvid|blanco|blanka|valge|valkoinen|blanc|Wyt|geal|branco|Gwyn|λευκό|fari|keʻokeʻo|dawb|fehér|acha ọcha|putih|bán|hvítt|bianca|putih|ақ|cyera|Ак|spî|album|balts|baltas|wäiss|бело|putih|fotsy|abjad|ma|цагаан|wit|hvit|ئاق|oq|سپین|سفید|maputi|biały|Branco|alb|белый|lanu paʻepaʻe|бео|tšoeu|chena|اڇو|biely|belo|cad|bodas|vit|nyeupe|сафед|белый|bílý|beyaz|ak|білий|سفید|trắng|mhlophe|funfun|okumhlophe
black|swart|e zezë|schwarz|black|أسود|qara|beltza|чорны|crna|черен|negre|itom|wakuda|neru|nwa|crno|sort|negro|nigra|must|musta|noir|Swart|Dubh|negro|du|μαύρος|baki|eleʻele|dub|fekete|oji|hitam|dubh|svartur|nero|ireng|қара|umukara|Кара|reş|nigreos|melns|juoda|schwaarz|црна|hitam|mainty|iswed|mangu|хар|zwart|svart|black|qora|تور|سیاه|itim|czarny|Preto|negru|чернить|lanu uliuli|црн|batsho|nhema|ڪارو|čierna|Črna|madow|hideung|svart|nyeusi|сиёҳ|кара|Černá|siyah|gara|чорний|سیاہ|đen|mnyama|dudu|mnyama
